,location,BHK,total_sqft,bath,price
5453,Old Madras Road,3,1480.0,3.0,95.0
5455,Old Madras Road,2,1210.0,2.0,80.0
5456,Old Madras Road,3,1859.0,3.0,121.0
5457,Old Madras Road,3,2990.0,5.0,173.0
5460,Old Madras Road,3,2300.0,3.0,142.0
5462,Old Madras Road,2,1210.0,2.0,80.0
5463,Old Madras Road,2,1210.0,2.0,77.0
5464,Old Madras Road,5,5020.0,7.0,287.0
5466,Old Madras Road,2,1330.0,2.0,74.0
5467,Old Madras Road,3,1720.0,3.0,106.0
5468,Old Madras Road,3,2640.0,5.0,150.0
5469,Old Madras Road,3,2990.0,3.0,170.0
5471,Old Madras Road,2,1171.0,2.0,73.0
5472,Old Madras Road,3,1630.0,3.0,110.0
5473,Old Madras Road,2,1165.0,2.0,52.0
5474,Old Madras Road,2,2640.0,2.0,170.0
5475,Old Madras Road,2,1165.0,2.0,51.42
5476,Padmanabhanagar,2,1020.0,2.0,63.0
5477,Padmanabhanagar,2,1176.0,2.0,62.0
5478,Padmanabhanagar,2,1258.0,2.0,115.0
5480,Padmanabhanagar,2,1100.0,2.0,65.0
5481,Padmanabhanagar,4,3400.0,3.0,210.0
5485,Padmanabhanagar,3,4500.0,4.0,360.0
5486,Padmanabhanagar,2,1200.0,2.0,60.0
5488,Padmanabhanagar,2,1000.0,1.0,90.0
5489,Padmanabhanagar,2,1067.0,2.0,52.0
5493,Padmanabhanagar,2,1100.0,2.0,60.0
5494,Padmanabhanagar,3,2051.0,3.0,180.0
5495,Padmanabhanagar,3,2051.0,3.0,170.0
5496,Pai Layout,2,1006.0,2.0,35.0
5497,Pai Layout,3,1550.0,2.0,90.0
5498,Pai Layout,2,1050.0,2.0,40.0
5499,Pai Layout,3,1400.0,2.0,67.0
5500,Pai Layout,2,1100.0,2.0,50.0
5501,Pai Layout,2,1255.0,2.0,80.0
5502,Pai Layout,2,1075.0,2.0,35.0
5503,Pai Layout,2,1400.0,2.0,57.5
5504,Pai Layout,2,1175.0,2.0,60.0
5505,Pai Layout,2,810.0,2.0,34.5
5506,Pai Layout,2,1000.0,2.0,34.0
5507,Pai Layout,2,1000.0,2.0,42.0
5508,Pai Layout,6,3800.0,6.0,175.0
5509,Pai Layout,2,1068.0,2.0,48.0
5510,Pai Layout,3,1510.0,2.0,65.0
5513,Panathur,2,1359.0,2.0,87.0
5514,Panathur,2,1438.0,2.0,100.0
5515,Panathur,3,1688.0,3.0,118.0
5517,Panathur,2,1198.0,2.0,77.0
5518,Panathur,2,1180.0,2.0,70.0
5519,Panathur,3,1546.0,3.0,99.0
5521,Panathur,2,1000.0,2.0,65.3
5522,Panathur,2,1109.0,2.0,63.0
5523,Panathur,2,1000.0,2.0,68.0
5524,Panathur,2,1255.0,2.0,79.0
5525,Panathur,2,1205.0,2.0,62.9
5526,Panathur,2,1198.0,2.0,82.0
5527,Panathur,2,1235.0,2.0,65.0
5528,Panathur,2,1210.0,2.0,80.0
5529,Panathur,2,1210.0,2.0,77.0
5530,Panathur,1,661.0,1.0,40.0
5531,Panathur,2,1210.0,2.0,78.0
5533,Panathur,2,1050.0,2.0,60.0
5534,Panathur,2,1398.0,2.0,97.0
5535,Panathur,2,1065.0,2.0,58.0
5536,Panathur,2,1007.0,2.0,64.0
5537,Panathur,2,1210.0,2.0,77.93
5538,Panathur,2,1230.0,2.0,80.0
5539,Panathur,2,980.0,2.0,57.0
5540,Panathur,2,1075.0,2.0,60.0
5541,Panathur,2,1210.0,2.0,69.0
5542,Panathur,2,1343.0,2.0,76.0
5543,Parappana Agrahara,2,1194.0,2.0,47.0
5544,Parappana Agrahara,2,1194.0,2.0,47.0
5545,Parappana Agrahara,2,1194.0,2.0,46.0
5546,Parappana Agrahara,2,1194.0,2.0,47.0
5547,Parappana Agrahara,2,1194.0,2.0,46.0
5548,Parappana Agrahara,2,1194.0,2.0,47.0
5549,Parappana Agrahara,2,1194.0,2.0,47.0
5550,Parappana Agrahara,2,1092.0,2.0,43.0
5551,Parappana Agrahara,2,1194.0,2.0,45.0
5552,Parappana Agrahara,1,1200.0,1.0,45.0
5553,Parappana Agrahara,2,1194.0,2.0,46.0
5554,Parappana Agrahara,2,1194.0,2.0,47.0
5555,Parappana Agrahara,2,1194.0,2.0,47.0
5556,Parappana Agrahara,2,1194.0,2.0,46.0
5557,Parappana Agrahara,2,1194.0,2.0,46.0
5558,Pattandur Agrahara,3,1550.0,2.0,80.0
5559,Pattandur Agrahara,2,1025.0,2.0,44.5
5560,Pattandur Agrahara,2,1247.0,2.0,59.8
5561,Pattandur Agrahara,2,900.0,2.0,42.0
5562,Pattandur Agrahara,2,1302.0,2.0,66.0
5563,Pattandur Agrahara,3,1550.0,2.0,80.0
5564,Pattandur Agrahara,2,1247.0,2.0,62.35
5565,Pattandur Agrahara,2,1350.0,2.0,68.0
5566,Poorna Pragna Layout,2,920.0,2.0,39.55
5569,Poorna Pragna Layout,2,1160.0,2.0,46.39
5572,Poorna Pragna Layout,2,965.0,2.0,48.0
5577,Poorna Pragna Layout,2,1160.0,2.0,46.39
5579,Poorna Pragna Layout,2,1160.0,2.0,46.39
5582,Poorna Pragna Layout,2,960.0,2.0,50.0
5584,Prithvi Layout,4,2028.0,4.0,162.0
5585,Prithvi Layout,2,1352.0,2.0,87.5
5586,Prithvi Layout,2,1190.0,2.0,68.0
5587,Prithvi Layout,2,1352.0,2.0,85.0
5588,Prithvi Layout,2,1352.0,2.0,75.0
5589,Prithvi Layout,3,2273.0,4.0,220.0
5590,Prithvi Layout,2,1352.0,3.0,93.0
5591,Prithvi Layout,3,2273.0,4.0,192.0
5592,Prithvi Layout,2,1352.0,2.0,72.0
5595,R.T. Nagar,2,1200.0,2.0,120.0
5597,R.T. Nagar,2,1040.0,2.0,46.0
5598,R.T. Nagar,2,1200.0,2.0,45.0
5599,R.T. Nagar,2,1235.0,2.0,65.0
5600,R.T. Nagar,3,1140.0,3.0,130.0
5601,R.T. Nagar,2,970.0,2.0,55.0
5602,R.T. Nagar,3,1560.0,3.0,125.0
5603,R.T. Nagar,2,1200.0,2.0,60.0
5606,R.T. Nagar,3,1200.0,3.0,140.0
5607,R.T. Nagar,2,1100.0,3.0,125.0
5608,R.T. Nagar,2,1150.0,2.0,72.0
5609,R.T. Nagar,4,1500.0,4.0,185.0
5610,R.T. Nagar,9,3600.0,8.0,165.0
5611,R.T. Nagar,2,1080.0,2.0,48.0
5612,R.T. Nagar,2,1325.0,2.0,52.0
5614,R.T. Nagar,3,1300.0,3.0,145.0
5616,R.T. Nagar,2,1100.0,2.0,85.0
5617,R.T. Nagar,3,1667.0,3.0,130.0
5618,Rachenahalli,2,1050.0,2.0,52.07
5620,Rachenahalli,2,1050.0,2.0,55.5
5622,Rachenahalli,2,1050.0,2.0,53.5
5624,Rachenahalli,2,1220.0,2.0,59.5
5625,Rachenahalli,2,1050.0,2.0,52.5
5627,Rachenahalli,2,1050.0,2.0,52.1
5628,Rachenahalli,2,1050.0,2.0,53.5
5629,Rachenahalli,2,1113.0,2.0,55.0
5630,Rachenahalli,4,3657.0,5.0,220.0
5634,Rachenahalli,1,680.0,1.0,32.64
5635,Rachenahalli,2,1050.0,2.0,52.5
5638,Rachenahalli,1,690.0,1.0,39.8
5639,Rachenahalli,2,1200.0,2.0,50.0
5640,Rachenahalli,2,1050.0,2.0,47.25
5641,Rachenahalli,2,1050.0,2.0,55.5
5642,Rachenahalli,2,985.0,2.0,49.97
5643,Rachenahalli,2,1050.0,2.0,52.5
5644,Rachenahalli,2,1050.0,2.0,52.08
5646,Rachenahalli,2,1050.0,2.0,52.07
5648,Rachenahalli,2,1050.0,2.0,52.08
5649,Rachenahalli,2,985.0,2.0,49.97
5650,Rachenahalli,3,1856.0,3.0,106.0
5651,Rachenahalli,2,1050.0,2.0,52.5
5652,Rachenahalli,2,985.0,2.0,50.17
5653,Rachenahalli,3,2600.0,3.0,160.0
5656,Rachenahalli,2,985.0,2.0,50.17
5657,Rachenahalli,2,1050.0,2.0,52.71
5660,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9
5661,Raja Rajeshwari Nagar,2,1145.0,2.0,45.79
5662,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1
5663,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5664,Raja Rajeshwari Nagar,2,1133.0,2.0,49.07
5665,Raja Rajeshwari Nagar,2,1090.0,2.0,42.0
5666,Raja Rajeshwari Nagar,2,1260.0,2.0,67.39
5667,Raja Rajeshwari Nagar,2,1141.0,2.0,38.55
5668,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39
5669,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
5670,Raja Rajeshwari Nagar,1,600.0,1.0,22.0
5671,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76
5672,Raja Rajeshwari Nagar,1,500.0,1.0,25.0
5673,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65
5674,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0
5675,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0
5677,Raja Rajeshwari Nagar,2,1258.0,2.0,63.53
5678,Raja Rajeshwari Nagar,2,1128.0,2.0,38.24
5679,Raja Rajeshwari Nagar,2,1157.0,2.0,53.8
5680,Raja Rajeshwari Nagar,2,1185.0,2.0,47.39
5683,Raja Rajeshwari Nagar,2,1030.0,2.0,50.0
5684,Raja Rajeshwari Nagar,2,1144.0,2.0,38.55
5685,Raja Rajeshwari Nagar,2,1196.0,2.0,51.51
5686,Raja Rajeshwari Nagar,3,1570.0,3.0,88.0
5687,Raja Rajeshwari Nagar,2,1168.0,2.0,61.0
5688,Raja Rajeshwari Nagar,2,1306.0,2.0,55.91
5689,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98
5691,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0
5692,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0
5693,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02
5694,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0
5696,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15
5697,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0
5699,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0
5700,Raja Rajeshwari Nagar,1,648.0,1.0,31.75
5701,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0
5702,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55
5703,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59
5705,Raja Rajeshwari Nagar,2,1023.0,2.0,42.0
5706,Raja Rajeshwari Nagar,2,1070.0,2.0,50.0
5708,Raja Rajeshwari Nagar,8,4800.0,8.0,225.0
5709,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79
5710,Raja Rajeshwari Nagar,2,1267.0,2.0,42.85
5711,Raja Rajeshwari Nagar,1,550.0,1.0,21.0
5712,Raja Rajeshwari Nagar,2,1120.0,2.0,37.95
5713,Raja Rajeshwari Nagar,2,1608.0,2.0,85.0
5714,Raja Rajeshwari Nagar,2,1210.0,2.0,45.0
5715,Raja Rajeshwari Nagar,2,1240.0,2.0,53.27
5716,Raja Rajeshwari Nagar,3,1395.0,2.0,72.0
5717,Raja Rajeshwari Nagar,2,1165.0,2.0,45.0
5718,Raja Rajeshwari Nagar,3,1288.0,2.0,70.0
5719,Raja Rajeshwari Nagar,2,1120.0,2.0,37.97
5720,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65
5721,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
5722,Raja Rajeshwari Nagar,3,1420.0,2.0,60.0
5723,Raja Rajeshwari Nagar,2,1303.0,2.0,44.17
5725,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
5726,Raja Rajeshwari Nagar,2,1140.0,2.0,49.27
5728,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
5729,Raja Rajeshwari Nagar,2,1235.0,2.0,75.0
5730,Raja Rajeshwari Nagar,3,1280.0,3.0,57.6
5731,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
5732,Raja Rajeshwari Nagar,2,1162.0,2.0,65.0
5733,Raja Rajeshwari Nagar,2,1133.0,2.0,38.41
5734,Raja Rajeshwari Nagar,2,1151.0,2.0,49.0
5735,Raja Rajeshwari Nagar,2,1267.0,2.0,54.35
5737,Raja Rajeshwari Nagar,2,1100.0,2.0,50.0
5738,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
5740,Raja Rajeshwari Nagar,2,1306.0,2.0,44.17
5741,Raja Rajeshwari Nagar,2,1196.0,2.0,40.44
5742,Raja Rajeshwari Nagar,2,1178.0,2.0,75.0
5743,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0
5744,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0
5746,Raja Rajeshwari Nagar,3,1525.0,2.0,99.13
5747,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0
5748,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0
5749,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79
5751,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0
5753,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5754,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87
5755,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42
5756,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38
5757,Raja Rajeshwari Nagar,9,3600.0,9.0,240.0
5758,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5759,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5762,Raja Rajeshwari Nagar,2,1160.0,2.0,70.0
5763,Raja Rajeshwari Nagar,2,1133.0,2.0,38.37
5764,Raja Rajeshwari Nagar,2,1140.0,2.0,48.7
5765,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65
5766,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55
5767,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5768,Raja Rajeshwari Nagar,2,1133.0,2.0,40.0
5770,Raja Rajeshwari Nagar,3,1550.0,3.0,86.8
5771,Raja Rajeshwari Nagar,2,1400.0,2.0,45.0
5772,Raja Rajeshwari Nagar,2,1110.0,2.0,52.0
5773,Raja Rajeshwari Nagar,3,1580.0,3.0,83.74
5775,Raja Rajeshwari Nagar,3,1640.0,3.0,86.8
5777,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5778,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9
5779,Raja Rajeshwari Nagar,3,1279.0,2.0,53.76
5780,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5781,Raja Rajeshwari Nagar,2,1240.0,2.0,40.54
5782,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0
5783,Raja Rajeshwari Nagar,2,1240.0,2.0,42.04
5784,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0
5785,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0
5786,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8
5788,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5789,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0
5790,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0
5791,Raja Rajeshwari Nagar,2,945.0,2.0,45.0
5792,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78
5793,Raja Rajeshwari Nagar,8,3450.0,7.0,225.0
5794,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1
5795,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0
5796,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0
5797,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0
5798,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0
5799,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5800,Raja Rajeshwari Nagar,3,1580.0,2.0,66.85
5801,Raja Rajeshwari Nagar,2,1050.0,2.0,37.0
5802,Raja Rajeshwari Nagar,3,1021.0,3.0,59.0
5803,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5804,Raja Rajeshwari Nagar,3,1500.0,3.0,88.0
5805,Raja Rajeshwari Nagar,2,1168.0,2.0,66.0
5806,Raja Rajeshwari Nagar,3,1400.0,2.0,86.0
5807,Raja Rajeshwari Nagar,2,1157.0,2.0,65.0
5808,Raja Rajeshwari Nagar,2,1206.0,2.0,40.7
5809,Raja Rajeshwari Nagar,2,1000.0,2.0,50.0
5810,Raja Rajeshwari Nagar,3,1485.0,2.0,63.0
5811,Raja Rajeshwari Nagar,3,1335.0,2.0,56.0
5813,Raja Rajeshwari Nagar,2,1255.0,2.0,42.54
5814,Raja Rajeshwari Nagar,3,1530.0,3.0,64.86
5815,Raja Rajeshwari Nagar,3,1850.0,3.0,98.0
5816,Raja Rajeshwari Nagar,2,1140.0,2.0,44.0
5817,Raja Rajeshwari Nagar,8,6000.0,8.0,215.0
5818,Raja Rajeshwari Nagar,2,1140.0,2.0,39.0
5819,Raja Rajeshwari Nagar,1,510.0,1.0,22.0
5820,Raja Rajeshwari Nagar,2,1187.0,2.0,40.14
5821,Raja Rajeshwari Nagar,2,1141.0,2.0,60.0
5822,Rajaji Nagar,3,1640.0,3.0,229.0
5823,Rajaji Nagar,3,2390.0,3.0,415.0
5824,Rajaji Nagar,3,2390.0,3.0,410.0
5826,Rajaji Nagar,4,3516.0,4.0,540.0
5827,Rajaji Nagar,3,1640.0,3.0,223.0
5829,Rajaji Nagar,6,1800.0,4.0,324.0
5830,Rajaji Nagar,4,3526.0,4.0,558.0
5833,Rajaji Nagar,3,1800.0,3.0,260.0
5834,Rajaji Nagar,3,1640.0,3.0,241.0
5835,Rajaji Nagar,2,1370.0,2.0,170.0
5836,Rajaji Nagar,3,2409.0,3.0,360.0
5838,Rajaji Nagar,2,1718.0,3.0,288.0
5839,Rajaji Nagar,3,2386.0,3.0,334.0
5840,Rajaji Nagar,4,3436.0,6.0,500.0
5841,Rajaji Nagar,2,1200.0,2.0,150.0
5842,Rajaji Nagar,2,1160.0,1.0,163.0
5843,Rajaji Nagar,1,660.0,1.0,75.0
5844,Rajaji Nagar,2,1440.0,2.0,170.0
5845,Rajaji Nagar,3,2448.0,3.0,400.0
5846,Rajaji Nagar,2,1440.0,2.0,185.0
5847,Rajaji Nagar,3,1640.0,3.0,230.0
5850,Rajaji Nagar,3,1800.0,2.0,250.0
5851,Rajaji Nagar,4,3100.0,4.0,550.0
5852,Rajaji Nagar,4,3526.0,4.0,598.0
5853,Rajaji Nagar,2,1357.0,2.0,130.0
5854,Rajaji Nagar,3,2300.0,3.0,369.0
5856,Rajaji Nagar,3,2500.0,3.0,350.0
5859,Rajaji Nagar,3,2559.0,3.0,403.0
5860,Rajaji Nagar,2,1763.0,3.0,262.0
5866,Rajaji Nagar,3,2533.0,3.0,425.0
5867,Rajaji Nagar,2,1268.0,2.0,127.0
5869,Rajaji Nagar,3,1640.0,3.0,262.0
5870,Rajaji Nagar,2,1200.0,1.0,200.0
5871,Rajaji Nagar,3,2367.0,3.0,375.0
5872,Rajaji Nagar,4,2440.0,2.0,415.0
5873,Rajaji Nagar,3,1640.0,3.0,251.0
5875,Rajaji Nagar,3,1640.0,3.0,268.0
5876,Rajaji Nagar,3,2367.0,4.0,340.0
5878,Rajaji Nagar,5,3600.0,5.0,510.0
5879,Rajaji Nagar,4,1350.0,4.0,230.0
5882,Rajaji Nagar,5,2400.0,5.0,408.0
5883,Rajaji Nagar,3,2500.0,3.0,340.0
5884,Rajaji Nagar,3,2390.0,3.0,372.0
5885,Rajaji Nagar,3,2415.0,3.0,399.0
5886,Rajaji Nagar,2,1718.0,3.0,275.0
5887,Rajaji Nagar,2,1763.0,3.0,240.0
5889,Rajaji Nagar,3,2409.0,3.0,395.0
5890,Rajaji Nagar,2,1314.0,2.0,225.0
5891,Rajaji Nagar,2,1440.0,2.0,165.0
5892,Rajaji Nagar,3,1640.0,3.0,245.0
5893,Rajiv Nagar,3,1690.0,3.0,125.0
5894,Rajiv Nagar,2,1263.0,2.0,93.32
5895,Rajiv Nagar,4,2340.0,4.0,148.0
5896,Rajiv Nagar,4,2340.0,5.0,129.0
5897,Rajiv Nagar,2,1330.0,2.0,93.0
5898,Rajiv Nagar,4,2340.0,5.0,129.0
5899,Rajiv Nagar,2,1309.0,2.0,80.0
5900,Rajiv Nagar,4,2340.0,4.0,145.0
5901,Rajiv Nagar,4,2330.0,5.0,175.0
5902,Rajiv Nagar,4,2340.0,5.0,160.0
5903,Ramagondanahalli,2,1151.0,2.0,48.77
5904,Ramagondanahalli,2,1251.0,2.0,47.0
5905,Ramagondanahalli,2,1235.0,2.0,52.04
5906,Ramagondanahalli,3,1610.0,2.0,111.0
5907,Ramagondanahalli,1,540.0,1.0,30.0
5909,Ramagondanahalli,2,1235.0,2.0,46.8
5910,Ramagondanahalli,2,1215.0,2.0,51.26
5911,Ramagondanahalli,3,2257.0,4.0,157.0
5912,Ramagondanahalli,2,1251.0,2.0,47.4
5913,Ramagondanahalli,3,1610.0,2.0,115.0
5914,Ramagondanahalli,2,920.0,2.0,65.0
5915,Ramagondanahalli,2,1215.0,2.0,45.5
5917,Ramagondanahalli,2,1253.0,2.0,52.66
5918,Ramagondanahalli,2,1295.0,2.0,95.0
5919,Ramagondanahalli,2,1151.0,2.0,50.5
5920,Ramagondanahalli,2,1235.0,2.0,49.3
5921,Ramagondanahalli,3,2257.0,3.0,159.0
5922,Ramagondanahalli,2,1295.0,2.0,95.0
5924,Ramagondanahalli,3,1910.0,3.0,142.0
5925,Ramagondanahalli,2,1215.0,2.0,46.1
5927,Ramagondanahalli,2,1251.0,2.0,50.0
5928,Ramagondanahalli,3,1610.0,2.0,115.0
5929,Ramagondanahalli,2,1151.0,2.0,43.6
5931,Ramagondanahalli,2,1251.0,2.0,53.0
5932,Ramagondanahalli,2,845.0,2.0,45.82
5933,Ramagondanahalli,3,1910.0,3.0,150.0
5935,Ramagondanahalli,3,2040.0,3.0,114.0
5937,Ramagondanahalli,2,1251.0,2.0,46.0
5939,Ramagondanahalli,2,1151.0,2.0,46.0
5940,Ramagondanahalli,3,1610.0,2.0,112.0
5941,Ramagondanahalli,3,1610.0,2.0,115.0
5942,Ramagondanahalli,3,1200.0,3.0,56.1
5943,Ramagondanahalli,4,2787.0,5.0,220.0
5945,Ramagondanahalli,2,1125.0,2.0,75.0
5946,Ramagondanahalli,2,1151.0,2.0,42.5
5947,Ramagondanahalli,3,2257.0,3.0,155.0
5948,Ramagondanahalli,3,1500.0,3.0,100.0
5950,Ramagondanahalli,3,1910.0,3.0,131.0
5951,Ramamurthy Nagar,4,3700.0,4.0,225.0
5952,Ramamurthy Nagar,5,3500.0,5.0,150.0
5953,Ramamurthy Nagar,2,1050.0,2.0,37.0
5954,Ramamurthy Nagar,2,1040.0,2.0,50.0
5956,Ramamurthy Nagar,2,1200.0,3.0,72.0
5957,Ramamurthy Nagar,1,360.0,1.0,26.0
5958,Ramamurthy Nagar,2,950.0,2.0,50.79
5959,Ramamurthy Nagar,3,1200.0,2.0,66.0
5960,Ramamurthy Nagar,3,1525.0,3.0,100.0
5961,Ramamurthy Nagar,2,1200.0,2.0,80.0
5962,Ramamurthy Nagar,2,1200.0,2.0,42.0
5964,Ramamurthy Nagar,2,1100.0,2.0,68.0
5965,Ramamurthy Nagar,2,1185.0,2.0,45.5
5966,Ramamurthy Nagar,2,1170.0,2.0,46.8
5967,Ramamurthy Nagar,2,1150.0,2.0,51.0
5968,Ramamurthy Nagar,2,1200.0,2.0,48.0
5970,Ramamurthy Nagar,2,600.0,3.0,45.0
5971,Ramamurthy Nagar,2,1110.0,2.0,65.0
5973,Ramamurthy Nagar,2,1200.0,2.0,78.0
5975,Ramamurthy Nagar,1,600.0,1.0,43.0
5976,Ramamurthy Nagar,2,1006.0,2.0,57.0
5977,Ramamurthy Nagar,2,1200.0,2.0,76.0
5980,Ramamurthy Nagar,2,700.0,2.0,33.0
5981,Ramamurthy Nagar,2,1125.0,2.0,47.0
5982,Ramamurthy Nagar,2,1000.0,2.0,62.0
5983,Ramamurthy Nagar,2,1334.0,2.0,67.0
5984,Ramamurthy Nagar,2,1200.0,2.0,46.0
5985,Ramamurthy Nagar,2,1200.0,2.0,57.9
5987,Ramamurthy Nagar,2,1360.0,2.0,45.0
5988,Ramamurthy Nagar,2,1170.0,2.0,44.0
5989,Ramamurthy Nagar,4,2200.0,4.0,130.0
5990,Ramamurthy Nagar,2,1050.0,2.0,51.66
5991,Ramamurthy Nagar,4,2916.0,5.0,230.0
5992,Ramamurthy Nagar,3,2316.0,3.0,125.0
5993,Ramamurthy Nagar,2,1101.0,2.0,50.0
5994,Ramamurthy Nagar,2,1150.0,2.0,40.0
5996,Ramamurthy Nagar,2,1050.0,2.0,37.8
5997,Ramamurthy Nagar,2,935.0,2.0,39.0
5998,Ramamurthy Nagar,2,1200.0,2.0,68.0
5999,Ramamurthy Nagar,1,540.0,1.0,35.0
6000,Ramamurthy Nagar,2,960.0,2.0,35.0
6001,Rayasandra,3,1314.0,2.0,63.0
6002,Rayasandra,2,1065.0,2.0,44.95
6003,Rayasandra,3,1708.0,3.0,75.0
6004,Rayasandra,3,1199.0,2.0,48.5
6005,Rayasandra,3,1577.0,3.0,67.0
6006,Rayasandra,2,1253.0,2.0,57.0
6007,Rayasandra,1,583.0,1.0,26.9
6008,Rayasandra,2,1198.0,2.0,54.0
6009,Rayasandra,3,1555.0,3.0,75.17
6010,Rayasandra,3,1458.0,3.0,60.0
6011,Rayasandra,3,1179.0,2.0,55.0
6012,Rayasandra,3,1601.0,3.0,70.0
6013,Rayasandra,4,1708.0,3.0,76.0
6014,Rayasandra,1,470.0,1.0,21.0
6015,Rayasandra,5,3600.0,5.0,145.0
6016,Rayasandra,3,1357.0,2.0,59.0
6017,Sadashiva Nagar,3,3761.0,3.0,660.0
6018,Sadashiva Nagar,4,2780.0,5.0,480.0
6019,Sadashiva Nagar,4,2720.0,4.0,485.0
6020,Sadashiva Nagar,3,3761.0,3.0,650.0
6021,Sadashiva Nagar,3,3850.0,3.0,650.0
6022,Sadashiva Nagar,4,3500.0,4.0,700.0
6023,Sadashiva Nagar,5,7500.0,5.0,1500.0
6025,Sahakara Nagar,3,1500.0,2.0,95.0
6026,Sahakara Nagar,2,1100.0,2.0,56.0
6027,Sahakara Nagar,2,1219.0,2.0,48.0
6028,Sahakara Nagar,3,1100.0,2.0,75.0
6029,Sahakara Nagar,3,1655.0,3.0,115.0
6030,Sahakara Nagar,2,1150.0,2.0,54.0
6031,Sahakara Nagar,2,1270.0,2.0,69.85
6032,Sahakara Nagar,2,960.0,2.0,56.0
6033,Sahakara Nagar,2,1048.0,2.0,50.0
6034,Sahakara Nagar,2,1160.0,2.0,55.0
6035,Sahakara Nagar,3,1200.0,2.0,75.0
6036,Sahakara Nagar,4,2500.0,4.0,200.0
6037,Sahakara Nagar,3,1914.0,3.0,179.0
6038,Sahakara Nagar,3,1500.0,3.0,125.0
6039,Sahakara Nagar,2,1100.0,2.0,55.0
6040,Sahakara Nagar,3,1914.0,3.0,149.0
6041,Sahakara Nagar,2,1000.0,2.0,60.0
6043,Sahakara Nagar,2,1175.0,2.0,49.0
6044,Sahakara Nagar,3,1370.0,2.0,90.0
6045,Sahakara Nagar,2,1100.0,2.0,55.0
6046,Sahakara Nagar,3,1100.0,2.0,75.0
6047,Sahakara Nagar,2,1180.0,2.0,72.0
6048,Sahakara Nagar,2,1200.0,2.0,60.0
6049,Sahakara Nagar,2,1032.0,2.0,45.0
6050,Sahakara Nagar,2,1200.0,2.0,46.0
6051,Sahakara Nagar,2,1270.0,2.0,96.0
6052,Sahakara Nagar,2,1201.0,2.0,80.0
